Species,Sample Type,Sample Number,Harvest Type,Subdistrict,Subdistrict Area,Subarea Initials,Gear,Wheel #,Sampler Name,Sample Date,Date Caught,Sample Week,Stat Week,Row,Fish number,# Otoliths collected,Sex,Length ME-fork,Length ME-A.fin,Whole fish (y/n),Fishery - Fed or State (F/S),Age,LAST 5 DIGITS OF GENETICS CARD,GENETICS  FISH #,SUBSAMPLED FOR ORIGIN? ,Origin    (h/w),,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,C,2,2,M,509,386,Y,S,"1,3",69132,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,C,9,2,F,506,386,Y,S,"1,3",69066,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,H,3,2,F,506,385,Y,S,"1,3",68978,17,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO008,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,A,5,2,F,499,385,Y,S,"1,3",68978,27,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,4,2,F,512,382,Y,S,"1,3",69126,6,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,H,2,2,F,505,382,Y,S,E10,68978,16,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,10,2,M,500,380,Y,S,"1,3",69132,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,G,10,2,F,501,379,Y,S,"1,3",68989,12,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,G,3,2,F,498,378,Y,S,"1,3",68978,5,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,2,2,F,494,378,Y,S,"1,3",69126,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,G,6,1,F,490,378,Y,S,"2,2",68978,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,H,1,2,F,506,377,Y,S,"1,3",68989,15,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,9,2,F,497,377,Y,S,"1,3",69132,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,F,12,1,F,506,376,Y,S,"1,3",68989,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO008,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,A,6,2,F,491,375,Y,S,"1,3",68978,28,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,12,2,F,496,374,Y,S,"1,3",69132,4,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,8,2,F,492,373,Y,S,"1,3",69126,10,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,D,5,2,F,492,373,Y,S,"1,3",69065,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,G,5,2,F,501,372,Y,S,"1,2",68989,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,G,4,2,M,479,371,Y,S,"1,3",68978,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,A,5,2,M,476,370,Y,S,"1,2",69122,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,H,2,2,F,491,369,Y,S,"1,3",68989,16,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,G,5,2,F,479,368,Y,S,"2,3",68978,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO008,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,A,1,2,F,486,367,Y,S,"1,2",68989,27,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,7,2,M,481,365,Y,S,"1,2",69126,9,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,11,1,F,481,364,Y,S,"1,3",69132,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,C,6,2,M,467,362,Y,S,"2,2",69132,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,H,5,2,M,476,361,Y,S,"1,2",68978,19,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,H,9,0,F,472,361,Y,S,E5,68989,23,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,H,8,2,F,463,354,Y,S,"2,2",68989,22,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,5,2,M,463,347,Y,S,"1,3",69126,7,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,6,2,F,462,344,Y,S,"1,3",69126,8,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,1,2,M,457,344,Y,S,"1,2",69126,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,B,3,2,M,450,340,Y,S,"1,2",69126,5,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,A,8,2,M,443,339,Y,S,"1,2",69122,8,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,D,4,2,M,434,336,Y,S,"2,2",69066,10,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,D,2,2,M,442,333,Y,S,"2,3",69066,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,H,12,2,M,434,333,Y,S,"1,2",68989,26,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO008,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,A,8,1,M,434,332,Y,S,"1,2",68978,30,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,C,11,2,M,432,329,Y,S,"1,3",69066,5,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,C,10,1,M,427,326,Y,S,"2,3",69066,4,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,C,12,2,M,400,306,Y,S,"2,2",69066,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO109,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,6/25/2022,6/25/2022,4,26,D,3,2,M,399,305,Y,S,"1,2",69066,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO006,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Sanchez-Butler,6/25/2022,6/25/2022,4,26,G,11,1,M,411,304,Y,S,"2,2",68989,13,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO007,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/25/2022,6/25/2022,4,26,G,12,2,M,397,302,Y,S,"1,2",68978,14,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,1,2,M,611,462,Y,F,"1,3",69063,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,12,2,M,574,433,Y,F,"1,3",69059,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,11,1,M,560,433,Y,F,"1,3",69059,1,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,9,2,F,555,426,Y,F,"1,3",69063,9,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,B,1,1,M,562,422,Y,F,"1,3",69059,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,8,2,F,551,417,Y,F,"1,3",69063,8,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,7,2,F,547,416,Y,F,"1,3",69063,7,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,2,1,M,547,412,Y,F,"1,2",69063,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,6,2,M,531,403,Y,F,"1,3",69063,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,5,2,F,498,386,Y,F,"1,2",69063,5,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,10,1,M,506,385,Y,F,"1,2",69063,10,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,4,2,M,483,373,Y,F,"1,3",69063,4,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,B,2,2,M,474,353,Y,F,"1,2",69059,4,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO110,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,N/A,Northway,6/26/2022,6/26/2022,4,27,A,3,2,M,456,345,Y,F,E10,69063,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,7,1,M,602,455,Y,S,"1,3",69117,N/A,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,4,2,M,590,455,Y,S,"1,3",71345,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,23,Northway,6/30/2022,6/30/2022,5,27,A,12,1,M,551,451,Y,F,"1,3",69096,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,4,2,M,591,450,Y,S,"1,3",71160,4,22SS001,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,9,2,M,598,447,Y,S,"1,3",69117,9,22SS101,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,3,2,M,586,446,Y,S,"1,3",69117,3,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,6,2,M,578,446,Y,S,"1,3",71160,6,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,2,2,M,588,441,Y,S,"1,3",69117,2,22SS101,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,1,2,M,578,439,Y,S,"1,3",69117,1,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,9,2,M,569,435,Y,S,"1,3",71349,1,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,8,2,M,565,430,Y,S,"1,3",71345,10,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,10,2,F,554,420,Y,S,"1,3",71160,10,22SS001,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,5,1,M,553,420,Y,S,"1,3",69117,5,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,7,2,F,534,414,Y,S,"1,3",71345,9,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,6,2,M,547,411,Y,S,"1,3",69117,6,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,9,2,F,527,410,Y,S,"1,3",71160,9,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,6,2,F,539,409,Y,S,"1,3",71345,8,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,8,2,M,545,408,Y,S,"1,3",69117,8,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,2,2,F,520,406,Y,S,E10,71345,4,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,7,2,M,521,400,Y,S,"1,3",71160,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,12,2,F,510,395,Y,S,"2,3",71345,2,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,7,Northway,6/30/2022,6/30/2022,5,27,B,1,2,M,514,391,Y,F,"1,3",69096,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,10,1,F,498,390,Y,S,"1,3",71349,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,C,5,2,F,503,389,Y,S,"1,2",71349,9,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,8,2,F,518,388,Y,S,"1,3",71160,8,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,3,2,M,507,388,Y,S,"1,3",71160,3,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,1,2,M,502,388,Y,S,"1,2",71345,3,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,11,2,F,496,388,Y,S,"1,2",71345,1,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,2,2,F,506,386,Y,S,"1,3",71160,2,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,C,1,2,F,506,382,Y,S,"1,2",71349,5,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,3,2,F,501,381,Y,S,"1,3",71345,5,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,1,1,M,494,380,Y,S,"1,3",71160,1,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,11,2,F,491,377,Y,S,"2,3",71349,3,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,A,5,2,M,482,377,Y,S,"1,2",71160,5,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,C,6,2,F,485,372,Y,S,"1,3",71349,10,22SS001,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,4,2,F,490,371,Y,S,E10,69117,4,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,C,2,2,F,482,371,Y,S,"1,3",71349,6,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,12,2,M,472,359,Y,S,"1,2",71349,4,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,C,4,2,M,587,354,Y,S,"1,2",71349,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,B,5,2,F,471,352,Y,S,"2,2",71345,7,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,10,2,F,461,352,Y,S,"1,2",69117,10,22SS101,W,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO111,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,104,Northway,6/30/2022,6/30/2022,5,27,A,11,2,F,424,324,Y,S,"1,2",69096,1,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,6/30/2022,6/30/2022,5,27,C,3,1,M,399,307,Y,S,"1,2",71349,7,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,G,12,2,M,586,456,Y,S,"1,3",71169,4,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,C,9,2,M,579,451,Y,S,"1,3",68991,3,,,,,,,,,,,,,,,,,,,,,,,
SOCKEYE,GRAB,22DO112,Subsistence,Glennallen Subdistrict,Bridge to Tonsina,BT,FW,82,Northway,7/1/2022,7/1/2022,5,27,A,1,2,F,584,449,Y,S,"1,3",69133,1,22SS101,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,E,9,2,M,574,443,Y,S,"1,3",68991,27,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,G,3,2,M,561,437,Y,S,"1,3",68981,5,22SS001,W,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,H,4,2,M,571,435,Y,S,"1,3",71169,8,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,G,8,2,M,580,434,Y,S,"1,3",68981,10,,,,,,,,,,,,,,,,,,,,,,,
Sockeye,GRAB,22DO009,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/1/2022,7/1/2022,5,27,G,2,2,M,570,434,Y,S,E,68981,4,,,,,,,,,,,,,,,,,,,,,,,
