Species,Sample Type,Unique Sample ID,Sample Number,Harvest Type,Subdistrict,Subdistrict Area,Subarea Initials,Gear,Wheel #,Sampler Name,Sample Date,Date Caught,Sample Week,Stat Week,Row,Fish number,# Otoliths Collected,Sex,Length ME-fork,Length ME-Afin,Whole fish (Y/N),Fishery (Fed/State),AGE ,SUBSAMPLED FOR ORIGIN? ,Sub Sample Row,Sub Sample Fish #,Origin    (H/W),
Sockeye,Grab,19DO017A2,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,2,2,F,553,421,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A3,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,3,2,F,450,344,Y,S,2.3,,,,,
Sockeye,Grab,19DO017A4,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,4,2,F,492,376,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A5,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,5,2,M,505,383,Y,S,E4,,,,,
Sockeye,Grab,19DO017A6,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,6,2,F,493,376,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A7,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,7,1,F,501,393,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A8,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,8,2,F,561,423,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A9,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,9,2,M,464,349,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A10,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,10,2,F,457,355,Y,S,1.2,,,,,
Sockeye,Grab,19DO017A11,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,11,2,M,519,389,Y,S,1.3,,,,,
Sockeye,Grab,19DO017A12,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,A,12,2,F,459,350,Y,S,E4,,,,,
Sockeye,Grab,19DO017B1,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,1,2,F,458,346,Y,S,1.3,,,,,
Sockeye,Grab,19DO017B2,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,2,2,M,486,374,Y,S,2.3,,,,,
Sockeye,Grab,19DO017B3,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,3,2,F,494,374,Y,S,2.3,,,,,
Sockeye,Grab,19DO017B4,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,4,2,F,486,375,Y,S,0.3,,,,,
Sockeye,Grab,19DO017B5,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,5,2,M,540,416,Y,S,E4,,,,,
Sockeye,Grab,19DO017B6,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,6,2,F,521,401,Y,S,1.3,,,,,
Sockeye,Grab,19DO017B7,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,7,2,F,478,364,Y,S,1.2,,,,,
Sockeye,Grab,19DO017B8,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,8,2,F,565,432,Y,S,E4,,,,,
Sockeye,Grab,19DO017B9,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,9,2,F,536,414,Y,S,E4,,,,,
Sockeye,Grab,19DO017B10,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,10,2,F,507,388,Y,S,1.3,,,,,
Sockeye,Grab,19DO017B11,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,11,2,M,513,384,Y,S,2.3,,,,,
Sockeye,Grab,19DO017B12,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,B,12,2,F,488,370,Y,S,1.3,,,,,
Sockeye,Grab,19DO017C1,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,C,1,2,F,519,394,Y,S,2.2,,,,,
Sockeye,Grab,19DO017C2,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,C,2,2,M,542,417,Y,S,E4,,,,,
Sockeye,Grab,19DO017C3,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,C,3,2,F,527,404,Y,S,1.3,,,,,
Sockeye,Grab,19DO017C4,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,C,4,2,F,498,385,Y,S,E4,,,,,
Sockeye,Grab,19DO017C5,19DO017,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,6/28/2019,6/28/2019,4,26,C,5,2,F,544,416,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A1,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,1,2,F,540,407,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A2,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,2,2,M,508,387,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A3,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,3,2,F,521,394,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A4,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,4,2,F,528,401,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A5,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,5,2,M,574,439,Y,S,1.3,19SS001,A,1,H,
Sockeye,Grab,19DO019A6,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,6,2,M,519,382,Y,S,2.3,19SS001,A,2,W,
Sockeye,Grab,19DO019A7,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,7,2,F,506,376,Y,S,1.2,19SS001,A,3,W,
Sockeye,Grab,19DO019A8,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,8,2,F,530,407,Y,S,E4,,,,,
Sockeye,Grab,19DO019A9,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,9,2,M,505,374,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A10,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,10,2,F,545,414,Y,S,1.3,,,,,
Sockeye,Grab,19DO019A11,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,11,1,F,555,428,Y,S,E4,,,,,
Sockeye,Grab,19DO019A12,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,A,12,2,M,554,422,Y,S,2.3,19SS001,A,4,W,
Sockeye,Grab,19DO019B1,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,1,2,F,516,395,Y,S,1.3,,,,,
Sockeye,Grab,19DO019B2,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,2,1,F,510,381,Y,S,1.3,,,,,
Sockeye,Grab,19DO019B3,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,3,1,M,574,435,Y,S,1.3,,,,,
Sockeye,Grab,19DO019B4,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,4,2,M,529,409,Y,S,2.3,,,,,
Sockeye,Grab,19DO019B5,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,5,2,M,536,405,Y,S,1.3,19SS001,A,5,W,
Sockeye,Grab,19DO019B6,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,6,1,M,565,436,Y,S,1.3,,,,,
Sockeye,Grab,19DO019B7,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,7,2,F,522,400,Y,S,1.3,,,,,
Sockeye,Grab,19DO019B8,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,8,1,M,583,444,Y,S,1.3,,,,,
Sockeye,Grab,19DO019B9,19DO019,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/1/2019,7/1/2019,5,27,B,9,2,M,524,396,Y,S,1.3,,,,,
Sockeye,Grab,19DO127A1,19DO127,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,38,Farnham,7/2/2019,7/2/2019,5,27,A,1,2,M,591,452,Y,F,1.3,19SS101,A,1,W,
Sockeye,Grab,19DO127A2,19DO127,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,38,Farnham,7/2/2019,7/2/2019,5,27,A,2,2,M,558,419,Y,F,1.3,19SS101,A,2,W,
Sockeye,Grab,19DO127A3,19DO127,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,38,Farnham,7/2/2019,7/2/2019,5,27,A,3,2,M,516,399,Y,F,E4,19SS101,A,3,W,
Sockeye,Grab,19DO127A4,19DO127,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,43,Farnham,7/2/2019,7/2/2019,5,27,A,4,2,M,594,436,Y,F,1.3,,,,,
Sockeye,Grab,19DO127A5,19DO127,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,43,Farnham,7/2/2019,7/2/2019,5,27,A,5,2,F,519,393,Y,F,E4,19SS101,A,4,W,
Sockeye,Grab,19DO127A6,19DO127,Subsistence,Glennallen Subdistrict,Gakona to Slana,GS,FW,43,Farnham,7/2/2019,7/2/2019,5,27,A,6,2,F,516,398,Y,F,1.3,,,,,
Sockeye,Grab,19DO128A1,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,1,2,M,519,391,Y,F,1.3,19SS101,B,1,W,
Sockeye,Grab,19DO128A2,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,2,2,F,539,413,Y,F,1.3,,,,,
Sockeye,Grab,19DO128A3,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,3,2,F,513,393,Y,F,1.3,,,,,
Sockeye,Grab,19DO128A4,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,4,2,F,532,403,Y,F,1.3,,,,,
Sockeye,Grab,19DO128A5,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,5,2,F,552,429,Y,F,1.3,19SS101,B,2,W,
Sockeye,Grab,19DO128A6,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,6,2,F,559,432,Y,F,1.3,19SS101,B,3,W,
Sockeye,Grab,19DO128A7,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,7,2,M,544,409,Y,F,1.3,19SS101,B,4,W,
Sockeye,Grab,19DO128A8,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,8,1,F,481,368,Y,F,1.3,,,,,
Sockeye,Grab,19DO128A9,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,9,2,M,586,435,Y,F,1.3,19SS101,B,5,W,
Sockeye,Grab,19DO128A10,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,10,2,M,574,439,Y,F,1.3,,,,,
Sockeye,Grab,19DO128A11,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,11,2,M,566,428,Y,F,E4,19SS101,B,6,W,
Sockeye,Grab,19DO128A12,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,A,12,2,M,541,413,Y,F,E4,19SS101,B,7,W,
Sockeye,Grab,19DO128B1,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,1,2,F,504,392,Y,F,1.3,19SS101,B,8,W,
Sockeye,Grab,19DO128B2,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,2,2,M,523,404,Y,F,1.3,,,,,
Sockeye,Grab,19DO128B3,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,3,2,F,526,405,Y,F,1.2,19SS101,B,9,W,
Sockeye,Grab,19DO128B4,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,4,2,F,509,399,Y,F,1.3,19SS101,B,10,W,
Sockeye,Grab,19DO128B5,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,5,2,F,542,409,Y,F,1.3,,,,,
Sockeye,Grab,19DO128B6,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,6,2,M,609,459,Y,F,1.3,19SS101,B,11,W,
Sockeye,Grab,19DO128B7,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,7,2,F,550,428,Y,F,1.3,19SS101,B,12,W,
Sockeye,Grab,19DO128B8,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,8,2,F,507,388,Y,F,1.2,,,,,
Sockeye,Grab,19DO128B9,19DO128,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/3/2019,7/3/2019,5,27,B,9,2,M,582,402,Y,F,E4,,,,,
Sockeye,Grab,19DO020A1,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,1,2,M,555,432,Y,S,1.3,,,,,
Sockeye,Grab,19DO020A2,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,2,2,F,470,357,Y,S,1.3,,,,,
Sockeye,Grab,19DO020A3,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,3,2,F,566,433,Y,S,1.3,,,,,
Sockeye,Grab,19DO020A4,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,4,1,M,511,384,Y,S,1.3,,,,,
Sockeye,Grab,19DO020A5,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,5,2,M,562,421,Y,S,1.3,19SS001,B,1,W,
Sockeye,Grab,19DO020A6,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,6,2,F,494,380,Y,S,1.3,,,,,
Sockeye,Grab,19DO020A7,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,7,1,M,515,392,Y,S,1.3,,,,,
Sockeye,Grab,19DO020A8,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,8,2,F,483,375,Y,S,1.2,,,,,
Sockeye,Grab,19DO020A9,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,9,2,M,525,405,Y,S,1.3,19SS001,B,2,W,
Sockeye,Grab,19DO020A10,19DO020,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,Williams,7/4/2019,7/4/2019,5,27,A,10,2,F,518,386,Y,S,1.3,,,,,
Sockeye,Grab,19DO129A1,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,1,2,M,508,389,Y,F,1.2,19SS101,C,1,W,
Sockeye,Grab,19DO129A2,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,2,2,F,577,433,Y,F,1.3,,,,,
Sockeye,Grab,19DO129A3,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,3,2,F,534,412,Y,F,1.3,19SS101,C,2,W,
Sockeye,Grab,19DO129A4,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,4,2,F,569,427,Y,F,1.3,,,,,
Sockeye,Grab,19DO129A5,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,5,2,M,553,418,Y,F,1.3,,,,,
Sockeye,Grab,19DO129A6,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,6,2,M,574,446,Y,F,1.3,19SS101,C,3,W,
Sockeye,Grab,19DO129A7,19DO129,Subsistence,Glennallen Subdistrict,Tonsina to Gakona,TG,FW,5,Farnham,7/4/2019,7/4/2019,5,27,A,7,2,F,524,398,Y,F,1.2,19SS101,C,4,W,
Sockeye,Grab,19DO021A1,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,1,2,F,544,421,N,S,1.3,,,,,
Sockeye,Grab,19DO021A2,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,2,2,F,491,377,N,S,1.3,,,,,
Sockeye,Grab,19DO021A3,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,3,1,F,516,395,N,S,1.3,,,,,
Sockeye,Grab,19DO021A4,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,4,2,F,505,345,N,S,1.3,,,,,
Sockeye,Grab,19DO021A5,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,5,2,M,466,349,N,S,2.3,,,,,
Sockeye,Grab,19DO021A6,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,6,2,M,616,469,Y,S,1.3,19SS001,C,1,W,
Sockeye,Grab,19DO021A7,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,7,2,M,564,429,Y,S,0.3,19SS001,C,2,W,
Sockeye,Grab,19DO021A8,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,8,2,F,545,410,Y,S,2.3,,,,,
Sockeye,Grab,19DO021A9,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,9,2,M,523,395,Y,S,1.3,,,,,
Sockeye,Grab,19DO021A10,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,10,2,M,513,379,N,S,E4,,,,,
Sockeye,Grab,19DO021A11,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,11,2,F,499,390,N,S,1.3,,,,,
Sockeye,Grab,19DO021A12,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,A,12,2,M,595,453,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B1,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,1,2,M,508,378,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B2,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,2,2,F,481,364,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B3,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,3,2,M,530,404,Y,S,2.3,19SS001,C,3,W,
Sockeye,Grab,19DO021B4,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,4,1,F,525,392,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B5,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,5,2,M,561,426,Y,S,E4,,,,,
Sockeye,Grab,19DO021B6,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,6,2,M,517,388,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B7,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,7,1,M,491,374,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B8,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,8,2,M,548,423,Y,S,2.3,19SS001,C,4,W,
Sockeye,Grab,19DO021B9,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,9,2,M,580,446,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B10,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,10,1,F,486,375,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B11,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,11,2,M,501,377,Y,S,1.3,,,,,
Sockeye,Grab,19DO021B12,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,B,12,1,F,497,376,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C1,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,1,2,F,512,385,Y,S,E4,,,,,
Sockeye,Grab,19DO021C2,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,2,2,F,534,409,Y,S,1.3,19SS001,C,5,W,
Sockeye,Grab,19DO021C3,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,3,2,F,484,368,Y,S,E4,,,,,
Sockeye,Grab,19DO021C4,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,4,1,M,512,388,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C5,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,5,2,F,486,366,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C6,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,6,2,F,514,404,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C7,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,7,2,M,515,386,Y,S,1.2,19SS001,C,6,W,
Sockeye,Grab,19DO021C8,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,8,2,F,547,422,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C9,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,9,2,F,497,378,Y,S,E4,,,,,
Sockeye,Grab,19DO021C10,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,10,2,M,499,375,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C11,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,11,1,M,533,396,Y,S,1.3,,,,,
Sockeye,Grab,19DO021C12,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,C,12,2,F,489,378,N,S,2.3,,,,,
Sockeye,Grab,19DO021D1,19DO021,Personal Use,Chitina Subdistrict,Below Bridge,BB,DN,,DeLaune,7/5/2019,7/5/2019,5,27,D,1,2,M,541,414,N,S,E4,,,,,
